layer,position,p10,p50,p90,mean,std
7,17,1.30206298828125,3.5613789558410645,8.23564453125,4.576082841720846,4.0521955704179575
7,18,1.2707615852355958,3.490865707397461,8.50916919708252,4.558332516551018,4.114362579271235
7,19,1.047481155395508,3.3265380859375,8.005221366882322,4.337679801715745,4.094953993647265
7,20,1.121499252319336,3.4001035690307617,7.892760944366454,4.387682676149739,4.115438234673434
7,21,0.9412475109100343,3.0696539878845215,7.6138113021850575,4.155192565288808,4.188849091223521
7,22,0.9230104446411133,3.08951473236084,7.42644166946411,4.103530691166719,4.1263567960166
7,23,0.9245162010192871,3.1126842498779297,7.784620571136473,4.157522050407198,4.158046338006212
7,24,0.8523873329162598,2.8709099292755127,7.2844339370727536,3.90872418112225,4.085732639345054
7,25,0.8073135375976564,2.8327980041503906,7.058572578430176,3.8430772774418194,4.016818941024992
7,26,0.7767265796661377,2.914073944091797,7.385591220855712,3.941729634867774,4.098510160564606
7,27,0.762574863433838,2.8708696365356445,7.408018112182617,3.930760620865557,4.146537176848036
7,28,0.6883262634277346,2.9094924926757812,7.225907707214356,3.9220575251513057,4.111767510844723
7,29,0.8729784011840821,2.880647659301758,7.001335334777832,3.912187720404731,4.088612603736382
7,30,0.676054382324219,2.6912622451782227,7.00742073059082,3.760395762986607,4.1446350671433665
7,31,0.48492546081542975,2.581085681915283,6.834547996520996,3.6450383586353725,4.170758449700715
7,32,0.5069366455078126,2.6851067543029785,6.817180442810058,3.6725133951670594,4.043731272244848
7,33,0.6204190254211426,2.6096601486206055,6.802358913421631,3.6491368554449743,4.091990562876702
7,34,0.6501048088073731,2.679152250289917,7.303361892700195,3.7600637019342846,4.109797047956055
7,35,0.5510400772094727,2.4932918548583984,6.721660327911377,3.5720771131250593,4.108558819664525
7,36,0.327662467956543,2.438084602355957,6.727329444885254,3.4953218035399916,4.140772768620564
7,37,0.38291110992431654,2.4370906352996826,6.939098548889156,3.509889246854517,4.168181395886675
7,38,0.39758200645446795,2.457911491394043,6.890069961547852,3.527529840800497,4.098877026096642
7,39,0.3545702934265137,2.5187745094299316,7.062779974937438,3.6026196837425233,4.16730557382685
8,0,13.578014135360718,26.30349063873291,40.225080490112305,25.975747876763343,9.637269074909712
8,1,3.107429361343384,8.059160470962524,15.869241619110104,8.785729443828265,5.112770403448239
8,2,2.746644306182861,6.946010589599609,12.129703569412232,7.3893360609478425,3.8854656493899267
8,3,2.6771668910980226,6.630697250366211,11.841842079162594,7.136257725291782,3.915098230642606
